stt,post_id,caption,topic,reason
6135,7.17E+18,?? #worldcup #FootballTogether #centours ,sports_fitness,#worldcup
6136,7.54E+18,"@Ph??ng M? Chi , c ?g quy?n r? tôi ?ó h?????
#phuongmychi #pmc #phuongmychiofficial #emxinhsayhi #viechannel #xhtiktok ",entertainment_humor,th? thính
6137,7.58E+18,#CapCut #bùa_ch?ng_flop #xuhuongtiktok #tococuachi #phuongmychiofficial @Ph??ng M? Chi Chúc m?ng eiu ?c 1Tr ng??i ??ng k? nha??,entertainment_humor,bùa ch?ng flop
6138,7.49E+18,"Th?i ??i này ai c?ng c?n ph?i h?c võ, nh?t là m?y b?n n? ?? ?? ko b? t?n th??ng, ?? t? v? và ?? th?y ai “NGHI?P CH??NG” thì mình ph?n ?òn ?á th?ng! #phuongmychi",sports_fitness,h?c võ/t? v?
6139,6.83E+18,Em h?i c?c!!! #phuongmychi #tuinoixam #funny,entertainment_humor,#funny
6140,7.54E+18,Dream team c?a Chi ki?u ?? #phuongmychi #emxinhsayhi ,lifestyle_daily,dream team
6141,7.56E+18,Thích anh l?m á! #phuongmychi,lifestyle_daily,tâm s?
6142,7.29E+18,S?ng ?o nh?ng hông h? s?ng ?u ?? dc:@Th? Thor ?? ,lifestyle_daily,s?ng ?o
6143,7.48E+18,I think I really like @JENNIE ????? @Tr?nh B?i Ân WE LOVE #JENNIE_Ruby ,music_dance,JENNIE
6144,7.34E+18,Ciin vs Louis Ph?m #CapCut #douyin #xuhuong #thinhhanh #tiktokdance #ciin #louispham ,music_dance,#tiktokdance
6145,7.44E+18,Ciin di?n outfit ?? r?c xu?t hi?n t?i TikTok Awards VietNam 2024 #ChumChum #BimatVbiz #Thegioimodels #Lattungvbiz #TiktokGiaiTri #Globalem #tiktokawards #tiktokawardsvietnam #tiktokawardsvietnam2024 #tiktokawardsbychumchum #hongocha #caydenthan #hongochabychumchum #caydenthanbychumchum #ciin #ciinbuithaoly? ,beauty_fashion,outfit
6146,7.55E+18,"SAU 12 N?M MI?T MÀI V?I ÂM NH?C, GI?NG HÁT C?A PH??NG M? CHI ?Ã CH?M ??N S? TR??NG THÀNH NH? TH? NÀO?
#emxinh #emxinhsayhi #phuongmychi #gionghatvietnhi #baicadatphuongnam #pmc #pmcentertainment #vconcert #keight #keightshowbiz #keightentertainment #xuhuongtiktok #xuhuong #fyp #viral #viralvideo #concert",music_dance,gi?ng hát/âm nh?c
6147,7.56E+18,S??ng quá c? nhà ?i em s??ng quá,lifestyle_daily,c?m xúc
6148,7.53E+18,Team Cách Yêu ?úng ?i?u vô phòng thu d? th??ng quá d?y chàiiii =))) #QuynhAnhShyn #SoundsOfVietnam #quynhanhshynfc #EmXinhSayHi #EXSH #emxinh #cachyeudungdieu #mymy #bichphuong #jukysan ,music_dance,vô phòng thu
6149,7.56E+18,#vcrush #tiktokgiaitri #tranthanh #quynhanhshyn #sieuthucthanh ,other,ch? hashtag
6150,7.58E+18,Fan Conan ?âu r?i ! Nhanh không h?t các bác ?iii ! #quynhsanhdieu #quynhanhbui #boxstudio ,entertainment_humor,fan conan
6151,7.55E+18,"Say tình hay say sóng  
@M? M? 

#emxinh #QuynhAnhShyn ",lifestyle_daily,say tình
6152,7.56E+18,5 kon kieNj Chafo kac ban ???? côjng theem 2 con #Lamoon#m?m?#jukysan#bíchph??ng#qu?nhanhshyn ,entertainment_humor,fandom/teencode
6153,7.54E+18,Châu Bùi không vui nha #24hmedia #24hgiaitri #binz #leduongbaolam #chaubui,news_commentary,24hgiaitri
6154,7.52E+18,Châu Bùi s? ??a Mu?ii vào blacklist thoi ?? #chaubui #muoii #emxinhsayhi #exsh #xh #viral ,entertainment_humor,blacklist ??
6155,7.54E+18,C?p b?n thân 97 d? th??ng quá à ????#orangesinger #chaubui #emxinhsayhi ,lifestyle_daily,b?n thân
6156,7.40E+18,"""e có bao gi? yêu anh th?t lòng không""
#atus#chaubui#phimhay#3ngaysinhtu#huinnu10#nhuzno_??#xuhuong#edit ",entertainment_humor,edit/phim
6157,7.37E+18,"Ánh m?t ta ch?m nhau...
#chaubui #funny #couple #viral #fyp #couplecomedy",entertainment_humor,#couplecomedy
6158,7.26E+18,H??ng d?n ch?p ?nh tri?u view v?i b?u tr?i. L?u l?i ?? lúc nào c?n nhé?? #LearnOnTikTok #GocLamDep ,education_howto,h??ng d?n ch?p ?nh
6159,7.43E+18,Hành trình phát tri?n b?n thân ??????  @Calie.vn #Calie #sacnuochuongtra #simplypretty #motivation ,education_howto,phát tri?n b?n thân
6160,7.34E+18,"B?n di?n xinh ??p c?a B?ng trong b? phim : "" L? h?n v?i ngày xanh"" ??  #vtv #vfc",entertainment_humor,b? phim/VTV
6161,7.28E+18,Ng??i mi?n núi ch?t #Master2023byTikTok #VietNam ,travel_tourism,mi?n núi/VN
6162,7.58E+18,"?? Happy work day! ?? 5AM – 11:23 PM 
 Let’s flow through the day with good energy and make every moment count.",lifestyle_daily,work day/routine
6163,7.58E+18,"#phuongmychiofficial 
#chibay #fan #xuhuongtiktok ",other,ch? hashtag
6164,7.52E+18,"Pháo Chi, Chí Phao 
#phuongmychi #emxinh",entertainment_humor,ch?i ch?
6165,7.56E+18,Nghe ti?ng reo c?a khán gi? là n?ng l??ng bung ra ?ùng ?ùng li?n ?? #PhuongMyChi ,music_dance,khán gi?/concert
6166,7.53E+18,"Chu?n b? bình ch?a choáy tr??c khi coi clip này dúp tui 
#PhuongMyChi #VMAS #SingAsia",entertainment_humor,bình ch?a cháy
6167,7.55E+18,?ch ngoài ?áy gi?ng cover #echngoaidaygieng #phuongmychi #nhachaymoingay #xuhuongtiktok #hoangthianhtuyett ,music_dance,cover
6168,6.82E+18,Nói ch? ko có ?n h?t ?c ?âu mn ?? #phuongmychi #funny #tuinoixam,food_drink,?n h?t
6169,6.82E+18,2 t?o hình album #bátnhãthuy?n c?a em nè ?? #phuongmychi #bienhinh,beauty_fashion,t?o hình
6170,7.58E+18,usuk tôi yêu ||ib: kncutis2  #mymy #quynhanhshyn #myshyn#usukcouple ,lifestyle_daily,couple
6171,7.54E+18,??: t?i vì Chou là ng?i iu c?a Cam mò :>>#chaubui #orange  ,lifestyle_daily,ng??i iu
6172,7.47E+18,"?âu ai mu?n là ng??i bình th??ng khi iu :)))
#imakethefaceyoumakethesoundchallenge ",entertainment_humor,:)))/challenge
6173,7.57E+18,"Ph?i nhìn h?u tr??ng m?i th?y ekip n??c ta tài n?ng th? nào ????
Trình làng thêm 1 b? ?nh Halloween nhá ??

#ChauBui #Halloween2025 #Predator",beauty_fashion,b? ?nh/Halloween
6174,7.51E+18,"Nghe ??n ch? @Miu Lê k? 97, hình nh? ch? quên em ??

#EmXinhSayHi #EmXinhChauBui ",entertainment_humor,cà kh?a
6175,7.57E+18,?ã g?n 4 n?m trôi qua.. #binz #chaubui #foryou #edit #music ,music_dance,#music/edit
6176,6.95E+18,? 3 bà b?t trend mu?n :)) ?? @linhbarbie @lebong95,entertainment_humor,b?t trend :))
6177,7.39E+18,?i làm v?n tranh th? ?u trend?? #LightsOn #KPlusCinema ,music_dance,?u trend/??
6178,7.58E+18,,other,không caption
6179,7.44E+18,"Cô giáo Tâm trong b? phim: ""Không Th?i Gian"" ?i d? h?p báo. #VFC #KhongthoiGian ",news_commentary,h?p báo/phim
6180,7.27E+18,?ang nh?y thì Oppa Hàn Qu?c ?i qua làm t? ??i chim cánh c?t quên bài h?t tr?n ?? #Master2023byTikTok #Korea #VietNam #PlacJeans ,music_dance,?ang nh?y
6181,6.76E+18,Th? di?n m?t c?nh khóc nhé ??,entertainment_humor,di?n c?nh
6182,7.17E+18,?? #worldcup #DieuUocTheThao #WorldCup2022 ,sports_fitness,#worldcup
6183,7.25E+18,H??ng D?n Nh?y V? Quê #LearnOnTikTok #TikTokGiaiTri ,education_howto,h??ng d?n nh?y
6184,7.48E+18,?? #LaXanh #VTV3 ,entertainment_humor,hashtag show
6185,7.57E+18,?????? ,lifestyle_daily,nhà/t?p
6186,6.92E+18,??ng ch?m n?i ?au th?m kín thì m?i d? v hoi ch? bth em hi?n l?m ?? #phuongmychi #hongnga #cailuongvietnam #cailuong #funny #tuinoixam,entertainment_humor,#funny
6187,6.91E+18,Mai thi Sóng hay sông ?à mn ?i? T?u ho? nh?p ma r ?? #phuongmychi #funny,entertainment_humor,#funny
6188,7.55E+18,Mn nói do ch?i v?i anh nên b? v?y qu? ko sai???? @Hu?nh L?p Official #phuongmychi ,entertainment_humor,cà kh?a
6189,7.54E+18,#duet cùng @SmilingStoneee #ph??ngmychi d? th??ng quá ?i cô ?i! C?m ?n cô ?ã yêu thích bài hát c?a con ?? ,music_dance,duet/bài hát
6190,7.49E+18,"BE... 
#Misthy #TocTien #couple #elfwr ",lifestyle_daily,couple
6191,7.06E+18,Mùng 1 mn nh?n ???c nhi?u ?? khummmmm ????????? #BNDanceteam #TiktokdanceVN | dc:@gnudnat,music_dance,#tiktokdancevn
6192,7.34E+18,Tr? l?i @Tín Nguy?n Double 2C =)))),entertainment_humor,tr? l?i/=))))
6193,7.45E+18,Qu? c?u tuy?t bên trong h?p nh?c ???,lifestyle_daily,?? v?t/??i s?ng
6194,7.58E+18,"L?i duy nh?t c?a Ciin là quá xinh ??p, ?u trend tr?m t? siêu ??nh

#ciin #photography #tiktoknews #tiktokgiaitri #vtmgr #echogr",beauty_fashion,xinh ??p
6195,7.18E+18,Santa tell you ?? meeee ?????? #GiangSinh2022 by team @HoangLei makeup nh?ng mê,music_dance,nh?c/noel
6196,7.57E+18,Mình CiiN thôi nhó ???? @Emily Nguyen #ToYourEx ,entertainment_humor,??/trend
6197,7.52E+18,??ng có t?i phá chu? @CiiN #4amhairstudio #4am #ciin ,beauty_fashion,#4amhairstudio
6198,7.58E+18,òmmmm sao mà dth th? ?? Thiên Thu con mã b?n v?ng c?a mí bà #duykhanhzhouzhou #quocthien #nhatrefancon2025 #thienthu,lifestyle_daily,fan/iu thích
6199,7.58E+18,gì khó là nh??ng h?t ??a Út#giadinhhaha #buicongnam #duykhanhzhouzhou ,entertainment_humor,gia ?ình haha
6200,7.36E+18,"?? Cô ?y nh?y =))))
Dc:@Zoe Baptiste ",music_dance,cô ?y nh?y
6201,6.97E+18,Th? m?i là con c?a m? ?? #chaubui #fyp #tiktokvietnam,lifestyle_daily,con c?a m?
6202,7.56E+18,"""So ??m"" m?t cách th? giãn 

#EmXinhChauBui #EmXinhSayHiConcert #EmXinhChauBui #ChauBui ",music_dance,so ??m/bi?u di?n
6203,7.55E+18,"S? thi?t @yeolan__ 

#ChauBui 
#Yeolan #MuonBiDanhko ",entertainment_humor,s? thi?t
6204,7.19E+18,C? v?y mãi thoaii ?? #chaubui #TetMaiMan #TikTokGiaiTri #fyp #xuhuong,lifestyle_daily,tình c?m
6205,7.55E+18,": Th??ng
#EMXINHSAYHI #orange #chaubui #xhtiktok #cudotaiconmua ",lifestyle_daily,th??ng
6206,7.33E+18,"3 n?m r?i, n?m nào c? nhà c?ng ??n th?m và t? ch?c sinh nh?t cho em. C? nhà nh? thiên th?n nh? nhi?u ????",lifestyle_daily,t??ng nh?
6207,7.34E+18,H??ng d?n nh?y trend cùng @Thu Mít 6996  #LoHenVoiNgayXanh #VFC,education_howto,h??ng d?n nh?y
6208,7.58E+18,#xuhuong #vuivemoingay??C?u thick ng??i ngoan hay ng??i khùng??????,entertainment_humor,h?i vui
6209,7.57E+18,BÛc seal nh‡ m?i ?? Ph?n 3: 3?? ng‡y thi?t k? c?n nh‡ trong m? ? #homedecor,lifestyle_daily,nh‡ m?i/#homedecor
6210,7.34E+18,C?m ?n c·c ??ng ChÌ ?„ ng‡y ?Ím c?ng hi?n cho T? Qu?c ???? #ThanhThoiLuotTet,news_commentary,T? Qu?c/????
6211,7.34E+18,B˙p bÍ n‡y l‡ xinh ??p #ciin #xuanca #tiktok #xhtiktok #tt #hri #hari #xhuong #xh,beauty_fashion,xinh ??p/#ciin
6212,7.58E+18,"L? k˝ k?t h?p t·c c˘ng COLORKEY, ?·nh d?u vai trÚ ??i di?n th??ng hi?u c?a Hoa h?u H??ng Giang v‡ di?n viÍn Duy Kh·nh #COLORKEYVN #COLORKEYLuminous #HoahauHuongGiang #DuyKhanhZhouzhou",business_marketing,k˝ k?t/??i di?n th??ng hi?u
6213,7.54E+18,S?n ?‚y Chi nÛi luÙn .... . -. / --. .- .--. / -- --- .. / -. --. ..- --- .. / -. --. .- -.-- / -- .- #phuongmychi #emxinhsayhi ,entertainment_humor,#phuongmychi
6214,7.52E+18,??t nh?p ph?n cÚn l?i ??#khongdaunuaroi #emxinh #mymy #orange #52hz #chaubui,entertainment_humor,#emxinh
6215,7.58E+18,"buitruonglinh live ""???ng Ch‚n Tr?i"" trÍn livestream La Roche Posay (11/12) #buitruonglinh #BTL #DuongChanTroi #nazyasagi #Na",music_dance,live/???ng Ch‚n Tr?i
6216,7.52E+18,‘m Ch‚u B˘i #chaubui #binz #decao #exsh #emxinhsayhi #showbiznhatbao #nhatbaotv #xuhuong #tiktokgiaitri ,entertainment_humor,#chaubui #binz
6217,7.39E+18,B‚y gi? h„y g?i ch? ta Lisa B˘i r?i nhe???? #mznew #mznetwork #tiktokgiaitri #odaycosao #binz #chaubui #showbiz #xuhuong #pyf?,entertainment_humor,Lisa B˘i/#chaubui
6218,7.52E+18,Tr?i ?i ch? Ch‚u =)))) #orangesinger #orange #orange97_ #52hz #chaubui #emxinhsayhi #EXSH,entertainment_humor,#chaubui
6219,6.71E+18,,other,tr?ng
6220,7.00E+18,L? lem phiÍn b?n T?m C·m. CÛ bao nhiÍu nh‚n v?t trong video n‡y nh?? #bienhinh #onhavanvui,entertainment_humor,bi?n hÏnh/T?m C·m
6221,6.82E+18,V‡ c·i ??u em l‡ ?i?m nh?n @tranglefitness,lifestyle_daily,t‚m s?
6222,7.13E+18,CÛ nh?ng v? anh h˘ng khÙng c?n ??n ·o cho‡ng ??????? #pccc #hero #vietnam,news_commentary,#pccc
6223,6.90E+18,B?n 1 c·i bi?n th‡nh 1 ch˙ v?t ???? @calipham,entertainment_humor,bi?n th‡nh
6224,6.65E+18,#hoithomuaxuan c·c tÏnh iu c˘ng #duet  v? tr·i tim v?i B?ng nha??,entertainment_humor,#duet
6225,7.01E+18,Nh‡ t‡i tr? trang ph?c: B‡ N?i????. Dapp? : cohaiBong. Cre: @linhnguyenlb #CauCa #rap,music_dance,#rap
6226,7.56E+18,?????????#hacchiccouture @Hacchic Group,beauty_fashion,couture
6227,7.03E+18,T? gi? h„y g?i tÙi l‡ B?ng rap ngang ?? Lyric siÍu d? th??ng : @michellengn #Rap #RapViet #RapThaThinh,music_dance,#RapViet
6228,7.53E+18,???? #CoAnhNoiAyBinhYen #VTV #VFC,entertainment_humor,#VTV #VFC
6229,6.92E+18,2 ch˙t #muzzing  @po.trann77,lifestyle_daily,#muzzing
6230,7.46E+18,4 n?m r?i nh??  ????,lifestyle_daily,t‚m s?
6231,7.36E+18,tÙi b? tru? tym huhu #CapCut #fyp #fyp? #viral #viralvideo #lohenvoingayxanh #huynhanh #lebong #vtv #vtvcab #vtvgiaitri #phimhay #phimvietnam #phimtruyenhinh #vtvgo #vfc #drama #viraltiktok #vtvdigital,entertainment_humor,#phimvietnam #drama
6232,7.46E+18,????,other,emoji
6233,6.97E+18,"Th? ?? cÙ ch?, th? thÌch cÙ em??  @po.trann77 @tranvubangphoto  #TestMatHoanHao",lifestyle_daily,th? ??/#TestMatHoanHao
6234,7.02E+18,M?i cÙ g·i l‡ ni?m c?m h?ng khÙng gi?i h?n. C˘ng LÍ B?ng ch‡o m?ng ng‡y Qu?c t? Con G·i - 11/10 ?? #Kotex #ToiKhongGioiHan,business_marketing,Kotex/campaign
6235,7.53E+18,B?t tr?n kho?ng kh?c orange ?„ c? nh?c nh? ch‚u b˘i ti?t ch? bi?u c?m nh?ng khÙng th‡nh #8news #xh #fyp #orange #chaubui #emxinhsayhi,news_commentary,#8news
6236,7.56E+18,"Phong bÏ ""H?t YÍu"" t? Ch‚u B˘i khi?n Binz ngh?n ng‡o ""V?y h?t yÍu c?ng ch?ng ph?i ?i?u gÏ x?u anh nh??"" #binz #chaubui #podcast #vietcetera ",entertainment_humor,podcast/#vietcetera
6237,7.56E+18,251011] Focus Cam Ch‚u B˘i - The Real Aura #emxinhsayhiconcert #emxinhsayhi #chaubui #xuhuong #viral,music_dance,concert/focus cam
6238,7.54E+18,Ch‚u B˘i l?i g‚y ch˙ ˝ ?? #DREAMeRMedia #xuhuong #nuplumshowbiz #tintuc #ChauBui ,news_commentary,tintuc/showbiz
6239,7.40E+18,"Anh Bin ZÈt bÏnh t?nh, anh @Binz ?iiiii ?????? #chaubui #xuhuong #fyp #food",entertainment_humor,#chaubui #binz
6240,7.01E+18,Trung Thu n‡y h„y g?i tÙi l‡ Ch‚u Dolce ?? M?i ng??i l‡ team tr?ng mu?i hay th?p c?m? ?? #chaubui #tiktokvietnam #dance #fyp #TrungThu2021,music_dance,#dance
6241,7.32E+18,yg memegang bendera cikal itu saya????#wanabaktiindonesia #lebong95,lifestyle_daily,bendera/#lebong95
6242,7.49E+18,???? ,other,emoji
6243,7.16E+18,2 ??a cÛ c·i n?t ?au lÚng h?i kÏ =))) #master2022bytiktok,entertainment_humor,#meme
6244,7.34E+18,"Tr? l?i @Hoanghonbuonnhoem Nh? s? yÍu th??ng, ?ng h? c?a m?i ng??i m‡ B?ng m?i cÛ ???c ng‡y hÙm nay??. ?? #vfc #vtv",entertainment_humor,#vtv #vfc
6245,7.36E+18,Tr? l?i @Ahihi Trang ph?c Vi?t Nam ???? T?i Nh?t B?n ???? Trend Trung Qu?c ???? | Ph?n 2 #Japan ??: @NIKA | Dress: @¡o D‡i X…O X?,travel_tourism,#Japan
6246,7.58E+18,,other,tr?ng
6247,7.36E+18,ThÌch c·ch cÙ ?y ti?p thu ˝ ki?n m?i ng??i m‡ ho‡n thi?n b?n th‚n t?t h?n!@Le bong #viral #foryou #fyppppppppppppppppppppppp #xuhuongtiktok #fyp #lebong,lifestyle_daily,ho‡n thi?n b?n th‚n
6248,7.56E+18,,other,tr?ng
6249,7.43E+18,#lebinh#8ccutehotme,lifestyle_daily,#lebinh
6250,7.08E+18,?? @osad.official  #LungLay #Osad #LeBong,music_dance,#Osad
6251,7.18E+18,1 2 3 4 #TikTokDance,music_dance,#TikTokDance
6252,7.57E+18,?? ??,other,emoji
6253,7.50E+18,#Ciin,entertainment_humor,#Ciin
6254,7.03E+18,MÏnh khÙng nÛi l‡ cÛ 2 b?n c?c k? ??p trai ? ??ng sau ?‚u?? #TikTokDanceVN,music_dance,#TikTokDanceVN
6255,7.09E+18,Khum khoe tr??ng nh?ng khoe ?? =)))),lifestyle_daily,t‚m s?
6256,7.33E+18,T?t n?m nay c·c ?? t? ?„ l?n h?n r˘i ???? #ThanhThoiLuotTet,lifestyle_daily,T?t/#ThanhThoiLuotTet
6257,7.52E+18,Nh‚n danh k? ?·nh c?p tr·i tim@phuonglytran  #phuongmychi #emxinh,entertainment_humor,#phuongmychi
6258,7.55E+18,B?ch nguy?t quang v? n??c ConmeCanh xong r?i #duykhanh #duykhanhzhouzhou #atvncgconcert #encoreatvncg ,entertainment_humor,concert/#encore
6259,7.58E+18,"Fansign thÙi cÛ c?n nhÏn ng??i ta c? ?Û hong ?? em y?u, em g„y tr??c ?? #DuyKhanhZhouZhou  #???? ",entertainment_humor,fansign
6260,7.57E+18,2 dua iu nhau nua la dung bai ?? #buicongnamduykhanh #buicongnam #duykhanhzhouzhou #viral #fyp,entertainment_humor,viral/couple
6261,7.58E+18,DKZZ: Em b?m ?i...em b?m ?i Tui:..... Xin l?i Kh?nnnn em Ìu ngh??? #DuyKhanh #DuyKhanhZhouZhou #Mirinda ,business_marketing,#Mirinda
6262,7.58E+18,"l?n ??u g?p Anh BÈ ??, nh?ng ch? nhÏn anh t? xa ???? #iloveduykhanh #duykhanhzhouzhou #xh @DUY KH¡NH ZHOUZHOU",entertainment_humor,g?p idol
6263,7.58E+18,C‚y Mu?n L?ng M‡ GiÛ Ch?n Ng?ng ?? #emc‡ngth?chcao #xuhuongtiktok #79khanhhoa,entertainment_humor,#meme
6264,7.56E+18,toi nh? dkzz ??n m?c l?i su?c t?  5 th·ng tr??c ra xem l?i #duykhanhzhouzhou ,entertainment_humor,nh? dkzz
6265,7.58E+18,NgÙi sao Duy Kh·nh ??????#duykhanh #duykhanhzhouzhou #pnj #aeonmall,business_marketing,PNJ/aeonmall
6266,7.58E+18,Ch˙c m?ng Duy Kh·nh tr? th‡nh ??i s? th??ng hi?u Colorkey ???? #duykhanh #duykhanhzhouzhou #???? #Colorkey #ColorkeyVietNam ,business_marketing,??i s?/Colorkey
6267,7.58E+18,Kh·nh d? th??ng qu· chÚy #duykhanhzhouzhou #pnjbinhduong #aeonmallbinhduong #PNJ,business_marketing,PNJ/aeonmall
6268,7.54E+18,Ngang ng??c v?y sau n‡y ai l?y a h? Kh·nhÖ ?? Ng??i n‡o nuÙng chi?u c·i n?t ngang n‡y thÏ ng ?Û ch?u tr·ch nhi?m ch? sao ?? #duykhanh #duykhanhzhouzhou #fyp #xuhuong #dangyeu ,entertainment_humor,?·ng yÍu
6269,7.58E+18,BÈ D‚u ?? xinh iu n˙p n˙p sau a #DuyKhanh #duykhanhzhouzhou #FanconNhaTre #ATVNCG ,entertainment_humor,ATVNCG/fan
6270,7.11E+18,?i du l?ch #lebong,travel_tourism,?i du l?ch
6271,7.58E+18,"LÍ B?ng xu?t hi?n t?i phim tr??ng x? t? d‚n, nghi v?n ?ang ?Ûng vai chÌnh m?t b? phim Trung Qu?c #odaycotinmoi #learnontiktok #xuhuong",news_commentary,nghi v?n/?Ûng phim
6272,7.19E+18,L? vu quy ?? #TetMaiMan,lifestyle_daily,l? vu quy
6273,6.91E+18,M??n c·i nh?c ?? l?y c? kho·c vai @thanhyvo ph·t n‡o?? #tiktokawardsvietnam2020,entertainment_humor,#tiktokawards
6274,7.51E+18,tr?i ?i view s·ng t·c tr?u ?Ù #MisThy,music_dance,s·ng t·c/view
6275,7.35E+18,HÙm nay ???c ??ng h‡nh c˘ng ch? @Th·i Trang nË trÍn VTV Chuy?n ??ng 24h ??: @The Soul Basic  ??:@heydayy.official ,news_commentary,VTV Chuy?n ??ng
6276,7.31E+18,?i?u nh?y l‡ng l· n‡y khÛ th?t ??y tr˘iii ???? #HelloVietNam #LegacyYenTu,music_dance,?i?u nh?y
6277,6.90E+18,?? ??n b‚y gi? v?n cay ??,lifestyle_daily,t‚m s?
6278,7.29E+18,D? ch?a d? ch?aaaa ?? #phuongmychi #tiktokgiaitri,entertainment_humor,#tiktokgiaitri
6279,7.14E+18,???????????? ?? #VietNam,music_dance,????/b‡i h·t
6280,7.58E+18,M?i t?i em ??n ghÈ ?n t?t niÍn nha ... ko ph?i fan mitting gÏ ?‚u ... m‡ l‡ ch??ng trÏnh g?p nhau cu?i n?m Ch?ng r?i em ch?ng ...  gia ?Ïnh mÏnh cÛ nhiÍu ch?i nhiÍu ....  M?y em ?i tranh th? m?y em ?i tÏnh hÏnh n‡y l‡ con DI?M s?ng l?i r?i t?i em ?i ...  Xu‚n ?„ ??n r?i gieo s?c ng‡n v??n hoa xu?ng ??i .. vui trong bÏnh minh muÙn lo‡i chim hÛt v‡ng m?i n?i #t?tnien#t?tnienu#g?pnhaucuoinama#xu‚n?oanvien,lifestyle_daily,t?t niÍn
6281,7.58E+18,?ng ? ngo‡i d? th??ng ??#duykhanhzhouzhou #xuhuong,entertainment_humor,d? th??ng
6282,7.49E+18,TÙi yÍu h? qu· nhi?u. Cam D‚u c?ng khÙng th? thi?u trong ??i s?ng tinh th?n c?a tÙi #duykhanh #duykhanhzhouzhou #buicongnam,entertainment_humor,ship/Cam D‚u
6283,7.58E+18,BÍ c·i l? ???ng ??n ?‚yyy ?? #quocthien #duykhanhzhouzhou #quocthienduykhanh #maThienThu #ThienThu ,entertainment_humor,#quocthien
6284,7.58E+18,H? #HoahauHuongGiang #DuyKhanhZhouzhou #COLORKEYVN #COLORKEYLuminous #showbiznhatbao,business_marketing,COLORKEY/??i s?
6285,7.04E+18,D‚n t?c gÏ ?‚y nh?? #MapMo #PhiPhuongAnh #RIN9,entertainment_humor,MapMo
6286,6.81E+18,#xuhuongthapnien80 B?ng l?c tung t? qu?n ·o c?a m? lÍn ??y ?:(. Mng like ?ng h? tui ?i??,beauty_fashion,t? qu?n ·o
6287,7.22E+18,1 ng‡y ???c ekip s?n cho l‡m cÙng ch˙a ???? ?u thÍm chi?c clip n?a ?ng h? Chichuuu  ???? #Jisoo_Flower #flowerchallange,music_dance,#flowerchallange
6288,7.09E+18,"Ciin l˙c nh? dthw qu·, ????????#ciin #nh?toilon #xyzbca #trending #xuhuongtiktok2022",entertainment_humor,#ciin
6289,7.58E+18,"??Ta ?„ ?i qua 9 th·ng c?a n?m r?i ??y. Th? gian trÙi r?t nhanh ????CÛ nh?ng ?i?u ta l‡m ???c v‡ cÛ nh?ng th? cÚn ?ang dang d?. ????Nh?ng ng‡y th·ng qua b?n th‚n ?„ ph?i c? g?ng r?t nhi?u ?? ?i qua c·c khÛ kh?n , ??ng d?y sau nh?ng v?p ng„ . ????V?y nÍn ??ng quÍn c?m ?n chÌnh b?n th‚n mÏnh ?„ khÙng b? cu?c ????Th·ng 10 ?„ t?i, tÙi ch˙c b?n luÙn m?nh kh?e, v?ng tin, luÙn gi? ???c ng?n l?a nhi?t huy?t ?? chinh ph?c nh?ng m?c tiÍu cÚn ?ang dang d?ÖCH¿O TH¡NG 10 MAY M?N ??",lifestyle_daily,ch‡o th·ng 10
6290,7.21E+18,H??ng d?n nh?y L‡ Anh. Dc: @G?i l‡ Huy  #LearnOnTikTok,music_dance,h??ng d?n nh?y
6291,7.37E+18,Ti?ng Vi?t ????  & Ti?ng Trung ????@Th?o ?o‡n | #Travel #VietNam #China ,travel_tourism,#Travel
6292,7.17E+18,????Vi?t ??c Chi?n #VietDucChien #TriAnThayCo #ChiaSeCungThayCo,lifestyle_daily,tri ‚n th?y cÙ
6293,7.58E+18,H?p b·o cÙng b? ??i s? th??ng hi?u COLORKEY Vietnam ????  Hy v?ng v?i s? ??ng h‡nh gi?a Duy Kh·nh v‡ COLORKEY trong th?i gian s?p t?i s? cÛ th? lan to? ???c nh?ng gi· tr? t??i ??p v?n cÛ ??n g?n h?n v?i c·c tÌn ?? l‡m ??p v‡ #Zhoufam ????  Thank you for choosing me among so many options out there. ????  #DuyKhanh #???? #Colorkey #Ambassador,business_marketing,h?p b·o/??i s?
6294,7.55E+18,,other,tr?ng
6295,7.25E+18,C?n c?nh nhan s?c kh·c l? c?a Ciin - Lisa Vi?t Nam t?i s? ki?n m?i ?‚y #kenh14 #disoisaodi #ciin #TikTokGiaiTri #amm,news_commentary,#kenh14/nhan s?c
6296,7.50E+18,,other,tr?ng
6297,7.52E+18,#CapCut,other,#CapCut
6298,7.52E+18,,other,tr?ng
6299,7.56E+18,????????,other,emoji
6300,7.35E+18,CÛ nÍn h·t b‡i n‡y cho M? nghe v‡o m?i d?p cu?i th·ng khÙng m?i ng??i ?? . Mu?n bi?t thÏ nghe ??n cu?i clip nha ?? #arismusic #lunyentertainment #gemv #benny #erik #freaky #yeubenbi #nhachaymoingay #soundsofvietnam #tiktokgiaitri #nhachaymoingay,music_dance,h·t/b‡i n‡y
6301,7.51E+18,: c? gi?i??#phuongmychi #phuongmychi #phuongmychiofficial #PMC #singasia #bangdangcocon @Ph??ng M? Chi ,music_dance,SingAsia
6302,7.58E+18,C·i m?t ?nh s·ng tr?ngg #DuyKhanhZhouzhou #COLORKEYLuminous #COLORKEYVN #HoahauHuongGiang #kinglive ,business_marketing,COLORKEYLuminous
